-------------------------------G4_H
-------------------------------sigma-
### Fill Cross Sections for sigma- off H
-------------------------------------------------------------
    N     E(MeV)   Elastic(b)   Inelastic(b)   Total(b)
  591   8.222e+04    0.005811     0.02907      0.03488
  592   8.414e+04    0.005787     0.02907      0.03486
  593    8.61e+04    0.005762     0.02907      0.03483
  594    8.81e+04    0.005736     0.02907      0.03481
  595   9.016e+04     0.00571     0.02908      0.03479
  596   9.226e+04    0.005683     0.02908      0.03476
  597   9.441e+04    0.005656     0.02908      0.03474
  598   9.661e+04    0.005628     0.02908      0.03471
  599   9.886e+04      0.0056     0.02909      0.03469
  600   1.012e+05    0.005615     0.02909      0.03471
  601   1.035e+05    0.005631     0.02909      0.03472
  602   1.059e+05    0.005646      0.0291      0.03474
  603   1.084e+05    0.005661      0.0291      0.03476
  604   1.109e+05    0.005677     0.02911      0.03478
  605   1.135e+05    0.005692     0.02911       0.0348
  606   1.161e+05    0.005707     0.02911      0.03482
  607   1.189e+05    0.005723     0.02912      0.03484
  608   1.216e+05    0.005738     0.02912      0.03486
  609   1.245e+05    0.005754     0.02913      0.03488
  610   1.274e+05    0.005769     0.02914       0.0349
  611   1.303e+05    0.005785     0.02914      0.03493
  612   1.334e+05    0.005801     0.02915      0.03495
  613   1.365e+05    0.005817     0.02915      0.03497
  614   1.396e+05    0.005832     0.02916      0.03499
  615   1.429e+05    0.005848     0.02917      0.03502
  616   1.462e+05    0.005864     0.02917      0.03504
  617   1.496e+05     0.00588     0.02918      0.03506
  618   1.531e+05    0.005896     0.02919      0.03509
  619   1.567e+05    0.005912      0.0292      0.03511
  620   1.603e+05    0.005929     0.02921      0.03513
  621   1.641e+05    0.005945     0.02921      0.03516
  622   1.679e+05    0.005961     0.02922      0.03518
  623   1.718e+05    0.005977     0.02923      0.03521
  624   1.758e+05    0.005994     0.02924      0.03524
  625   1.799e+05     0.00601     0.02925      0.03526
  626   1.841e+05    0.006027     0.02926      0.03529
  627   1.884e+05    0.006044     0.02927      0.03532
  628   1.928e+05     0.00606     0.02928      0.03534
  629   1.972e+05    0.006077     0.02929      0.03537
  630   2.018e+05    0.006094      0.0293       0.0354
  631   2.065e+05    0.006111     0.02932      0.03543
  632   2.113e+05    0.006128     0.02933      0.03546
  633   2.163e+05    0.006145     0.02934      0.03548
  634   2.213e+05    0.006162     0.02935      0.03551
  635   2.265e+05     0.00618     0.02936      0.03554
  636   2.317e+05    0.006197     0.02938      0.03557
  637   2.371e+05    0.006215     0.02939       0.0356
  638   2.427e+05    0.006232      0.0294      0.03564
  639   2.483e+05     0.00625     0.02942      0.03567
  640   2.541e+05    0.006268     0.02943       0.0357
  641     2.6e+05    0.006286     0.02945      0.03573
  642   2.661e+05    0.006304     0.02946      0.03576
  643   2.723e+05    0.006322     0.02948       0.0358
  644   2.786e+05     0.00634     0.02949      0.03583
  645   2.851e+05    0.006358     0.02951      0.03587
  646   2.917e+05    0.006377     0.02952       0.0359
  647   2.985e+05    0.006395     0.02954      0.03594
  648   3.055e+05    0.006414     0.02956      0.03597
  649   3.126e+05    0.006433     0.02957      0.03601
  650   3.199e+05    0.006452     0.02959      0.03604
  651   3.273e+05    0.006471     0.02961      0.03608
  652    3.35e+05     0.00649     0.02963      0.03612
  653   3.428e+05    0.006509     0.02965      0.03616
  654   3.508e+05    0.006529     0.02967      0.03619
  655   3.589e+05    0.006548     0.02968      0.03623
  656   3.673e+05    0.006568      0.0297      0.03627
  657   3.758e+05    0.006588     0.02972      0.03631
  658   3.846e+05    0.006608     0.02974      0.03635
  659   3.936e+05    0.006628     0.02977      0.03639
  660   4.027e+05    0.006649     0.02979      0.03643
  661   4.121e+05    0.006669     0.02981      0.03648
  662   4.217e+05     0.00669     0.02983      0.03652
  663   4.315e+05    0.006711     0.02985      0.03656
  664   4.416e+05    0.006732     0.02987      0.03661
  665   4.519e+05    0.006754      0.0299      0.03665
  666   4.624e+05    0.006775     0.02992      0.03669
  667   4.732e+05    0.006797     0.02994      0.03674
  668   4.842e+05    0.006819     0.02997      0.03679
  669   4.955e+05    0.006841     0.02999      0.03683
  670    5.07e+05    0.006863     0.03002      0.03688
  671   5.188e+05    0.006885     0.03004      0.03693
  672   5.309e+05    0.006908     0.03007      0.03697
  673   5.433e+05    0.006931     0.03009      0.03702
  674   5.559e+05    0.006954     0.03012      0.03707
  675   5.689e+05    0.006978     0.03014      0.03712
  676   5.821e+05    0.007001     0.03017      0.03717
  677   5.957e+05    0.007025      0.0302      0.03722
  678   6.095e+05     0.00705     0.03023      0.03728
  679   6.237e+05    0.007074     0.03025      0.03733
  680   6.383e+05    0.007099     0.03028      0.03738
  681   6.531e+05    0.007124     0.03031      0.03744
  682   6.683e+05    0.007149     0.03034      0.03749
  683   6.839e+05    0.007174     0.03037      0.03755
  684   6.998e+05      0.0072      0.0304       0.0376
  685   7.161e+05    0.007226     0.03043      0.03766
  686   7.328e+05    0.007253     0.03046      0.03771
  687   7.499e+05     0.00728     0.03049      0.03777
  688   7.674e+05    0.007307     0.03052      0.03783
  689   7.852e+05    0.007334     0.03056      0.03789
  690   8.035e+05    0.007362     0.03059      0.03795
  691   8.222e+05     0.00739     0.03062      0.03801
  692   8.414e+05    0.007419     0.03065      0.03807
  693    8.61e+05    0.007447     0.03069      0.03814
  694    8.81e+05    0.007477     0.03072       0.0382
  695   9.016e+05    0.007506     0.03076      0.03826
  696   9.226e+05    0.007536     0.03079      0.03833
  697   9.441e+05    0.007567     0.03083      0.03839
  698   9.661e+05    0.007598     0.03086      0.03846
  699   9.886e+05    0.007629      0.0309      0.03853
  700   1.012e+06    0.007661     0.03093      0.03859
  701   1.035e+06    0.007693     0.03097      0.03866
  702   1.059e+06    0.007726     0.03101      0.03873
  703   1.084e+06    0.007759     0.03105       0.0388
  704   1.109e+06    0.007792     0.03108      0.03888
  705   1.135e+06    0.007826     0.03112      0.03895
  706   1.161e+06    0.007861     0.03116      0.03902
  707   1.189e+06    0.007896      0.0312       0.0391
  708   1.216e+06    0.007932     0.03124      0.03917
  709   1.245e+06    0.007968     0.03128      0.03925
  710   1.274e+06    0.008005     0.03132      0.03932
  711   1.303e+06    0.008042     0.03136       0.0394
  712   1.334e+06     0.00808      0.0314      0.03948
  713   1.365e+06    0.008119     0.03144      0.03956
  714   1.396e+06    0.008158     0.03148      0.03964
  715   1.429e+06    0.008198     0.03153      0.03972
  716   1.462e+06    0.008238     0.03157      0.03981
  717   1.496e+06    0.008279     0.03161      0.03989
  718   1.531e+06    0.008321     0.03166      0.03998
  719   1.567e+06    0.008363      0.0317      0.04006
  720   1.603e+06    0.008407     0.03174      0.04015
  721   1.641e+06    0.008451     0.03179      0.04024
  722   1.679e+06    0.008495     0.03183      0.04033
  723   1.718e+06    0.008541     0.03188      0.04042
  724   1.758e+06    0.008587     0.03193      0.04051
  725   1.799e+06    0.008634     0.03197      0.04061
  726   1.841e+06    0.008682     0.03202       0.0407
  727   1.884e+06    0.008731     0.03207       0.0408
  728   1.928e+06    0.008781     0.03211      0.04089
  729   1.972e+06    0.008831     0.03216      0.04099
  730   2.018e+06    0.008883     0.03221      0.04109
  731   2.065e+06    0.008935     0.03226      0.04119
  732   2.113e+06    0.008989     0.03231       0.0413
  733   2.163e+06    0.009043     0.03236       0.0414
  734   2.213e+06    0.009098     0.03241      0.04151
  735   2.265e+06    0.009155     0.03246      0.04161
  736   2.317e+06    0.009212     0.03251      0.04172
  737   2.371e+06    0.009271     0.03256      0.04183
  738   2.427e+06    0.009331     0.03261      0.04194
  739   2.483e+06    0.009392     0.03266      0.04206
  740   2.541e+06    0.009454     0.03272      0.04217
  741     2.6e+06    0.009517     0.03277      0.04229
  742   2.661e+06    0.009582     0.03282       0.0424
  743   2.723e+06    0.009647     0.03288      0.04252
  744   2.786e+06    0.009715     0.03293      0.04264
  745   2.851e+06    0.009783     0.03298      0.04277
  746   2.917e+06    0.009853     0.03304      0.04289
  747   2.985e+06    0.009924     0.03309      0.04302
  748   3.055e+06    0.009997     0.03315      0.04315
  749   3.126e+06     0.01007     0.03321      0.04328
  750   3.199e+06     0.01015     0.03326      0.04341
  751   3.273e+06     0.01022     0.03332      0.04354
  752    3.35e+06      0.0103     0.03338      0.04368
  753   3.428e+06     0.01038     0.03343      0.04382
  754   3.508e+06     0.01046     0.03349      0.04396
  755   3.589e+06     0.01055     0.03355       0.0441
  756   3.673e+06     0.01063     0.03361      0.04424
  757   3.758e+06     0.01072     0.03367      0.04439
  758   3.846e+06     0.01081     0.03373      0.04454
  759   3.936e+06      0.0109     0.03379      0.04469
  760   4.027e+06     0.01099     0.03385      0.04484
  761   4.121e+06     0.01109     0.03391      0.04499
  762   4.217e+06     0.01119     0.03397      0.04515
  763   4.315e+06     0.01128     0.03403      0.04531
  764   4.416e+06     0.01139     0.03409      0.04548
  765   4.519e+06     0.01149     0.03415      0.04564
  766   4.624e+06     0.01159     0.03421      0.04581
  767   4.732e+06      0.0117     0.03428      0.04598
  768   4.842e+06     0.01181     0.03434      0.04615
  769   4.955e+06     0.01193      0.0344      0.04633
  770    5.07e+06     0.01204     0.03447      0.04651
  771   5.188e+06     0.01216     0.03453      0.04669
  772   5.309e+06     0.01228      0.0346      0.04687
  773   5.433e+06      0.0124     0.03466      0.04706
  774   5.559e+06     0.01253     0.03473      0.04725
  775   5.689e+06     0.01265     0.03479      0.04745
  776   5.821e+06     0.01279     0.03486      0.04764
  777   5.957e+06     0.01292     0.03492      0.04784
  778   6.095e+06     0.01306     0.03499      0.04805
  779   6.237e+06      0.0132     0.03506      0.04825
  780   6.383e+06     0.01334     0.03512      0.04846
  781   6.531e+06     0.01349     0.03519      0.04868
  782   6.683e+06     0.01364     0.03526       0.0489
  783   6.839e+06     0.01379     0.03533      0.04912
  784   6.998e+06     0.01395      0.0354      0.04934
  785   7.161e+06     0.01411     0.03547      0.04957
  786   7.328e+06     0.01427     0.03554      0.04981
  787   7.499e+06     0.01444     0.03561      0.05004
  788   7.674e+06     0.01461     0.03568      0.05029
  789   7.852e+06     0.01479     0.03575      0.05053
  790   8.035e+06     0.01496     0.03582      0.05078
  791   8.222e+06     0.01515     0.03589      0.05104
  792   8.414e+06     0.01534     0.03596       0.0513
  793    8.61e+06     0.01553     0.03603      0.05156
  794    8.81e+06     0.01572      0.0361      0.05183
  795   9.016e+06     0.01593     0.03618       0.0521
  796   9.226e+06     0.01613     0.03625      0.05238
  797   9.441e+06     0.01634     0.03632      0.05266
  798   9.661e+06     0.01656      0.0364      0.05295
  799   9.886e+06     0.01678     0.03647      0.05325
-------------------------------------------------------------
