-------------------------------G4_H
-------------------------------proton
### Fill Cross Sections for proton off H
-------------------------------------------------------------
    N     E(MeV)   Elastic(b)   Inelastic(b)   Total(b)
  648   3.055e+05    0.006911     0.02933      0.03624
  649   3.126e+05    0.006915     0.02936      0.03628
  650   3.199e+05     0.00692     0.02939      0.03631
  651   3.273e+05    0.006924     0.02942      0.03634
  652    3.35e+05    0.006928     0.02945      0.03638
  653   3.428e+05    0.006932     0.02948      0.03641
  654   3.508e+05    0.006937     0.02951      0.03645
  655   3.589e+05    0.006942     0.02954      0.03648
  656   3.673e+05    0.006947     0.02957      0.03652
  657   3.758e+05    0.006952      0.0296      0.03656
  658   3.846e+05    0.006958     0.02963      0.03659
  659   3.936e+05    0.006963     0.02967      0.03663
  660   4.027e+05    0.006969      0.0297      0.03667
  661   4.121e+05    0.006975     0.02973       0.0367
  662   4.217e+05    0.006981     0.02976      0.03674
  663   4.315e+05    0.006987      0.0298      0.03678
  664   4.416e+05    0.006993     0.02983      0.03682
  665   4.519e+05       0.007     0.02986      0.03686
  666   4.624e+05    0.007006      0.0299       0.0369
  667   4.732e+05    0.007013     0.02993      0.03694
  668   4.842e+05     0.00702     0.02996      0.03698
  669   4.955e+05    0.007027        0.03      0.03702
  670    5.07e+05    0.007034     0.03003      0.03707
  671   5.188e+05    0.007042     0.03007      0.03711
  672   5.309e+05     0.00705      0.0301      0.03715
  673   5.433e+05    0.007058     0.03014      0.03719
  674   5.559e+05    0.007065     0.03017      0.03724
  675   5.689e+05    0.007073     0.03021      0.03728
  676   5.821e+05    0.007081     0.03025      0.03733
  677   5.957e+05     0.00709     0.03028      0.03737
  678   6.095e+05    0.007098     0.03032      0.03742
  679   6.237e+05    0.007107     0.03036      0.03746
  680   6.383e+05    0.007116     0.03039      0.03751
  681   6.531e+05    0.007124     0.03043      0.03755
  682   6.683e+05    0.007133     0.03047       0.0376
  683   6.839e+05    0.007143     0.03051      0.03765
  684   6.998e+05    0.007152     0.03055       0.0377
  685   7.161e+05    0.007161     0.03058      0.03775
  686   7.328e+05    0.007171     0.03062      0.03779
  687   7.499e+05     0.00718     0.03066      0.03784
  688   7.674e+05     0.00719      0.0307      0.03789
  689   7.852e+05      0.0072     0.03074      0.03794
  690   8.035e+05     0.00721     0.03078      0.03799
  691   8.222e+05     0.00722     0.03082      0.03804
  692   8.414e+05    0.007231     0.03086      0.03809
  693    8.61e+05    0.007241      0.0309      0.03814
  694    8.81e+05    0.007252     0.03094       0.0382
  695   9.016e+05    0.007263     0.03099      0.03825
  696   9.226e+05    0.007273     0.03103       0.0383
  697   9.441e+05    0.007284     0.03107      0.03835
  698   9.661e+05    0.007295     0.03111      0.03841
  699   9.886e+05    0.007307     0.03115      0.03846
  700   1.012e+06    0.007318      0.0312      0.03851
  701   1.035e+06    0.007329     0.03124      0.03857
  702   1.059e+06    0.007341     0.03128      0.03862
  703   1.084e+06    0.007352     0.03133      0.03868
  704   1.109e+06    0.007364     0.03137      0.03873
  705   1.135e+06    0.007376     0.03141      0.03879
  706   1.161e+06    0.007388     0.03146      0.03885
  707   1.189e+06      0.0074      0.0315       0.0389
  708   1.216e+06    0.007412     0.03155      0.03896
  709   1.245e+06    0.007425     0.03159      0.03902
  710   1.274e+06    0.007437     0.03164      0.03908
  711   1.303e+06     0.00745     0.03168      0.03913
  712   1.334e+06    0.007463     0.03173      0.03919
  713   1.365e+06    0.007475     0.03178      0.03925
  714   1.396e+06    0.007488     0.03182      0.03931
  715   1.429e+06    0.007501     0.03187      0.03937
  716   1.462e+06    0.007514     0.03192      0.03943
  717   1.496e+06    0.007528     0.03196      0.03949
  718   1.531e+06    0.007541     0.03201      0.03955
  719   1.567e+06    0.007554     0.03206      0.03961
  720   1.603e+06    0.007568     0.03211      0.03968
  721   1.641e+06    0.007581     0.03216      0.03974
  722   1.679e+06    0.007595      0.0322       0.0398
  723   1.718e+06    0.007609     0.03225      0.03986
  724   1.758e+06    0.007623      0.0323      0.03993
  725   1.799e+06    0.007637     0.03235      0.03999
  726   1.841e+06    0.007651      0.0324      0.04005
  727   1.884e+06    0.007665     0.03245      0.04012
  728   1.928e+06     0.00768      0.0325      0.04018
  729   1.972e+06    0.007694     0.03255      0.04025
  730   2.018e+06    0.007708      0.0326      0.04031
  731   2.065e+06    0.007723     0.03265      0.04038
  732   2.113e+06    0.007738      0.0327      0.04044
  733   2.163e+06    0.007753     0.03276      0.04051
  734   2.213e+06    0.007768     0.03281      0.04058
  735   2.265e+06    0.007782     0.03286      0.04064
  736   2.317e+06    0.007797     0.03291      0.04071
  737   2.371e+06    0.007813     0.03297      0.04078
  738   2.427e+06    0.007828     0.03302      0.04085
  739   2.483e+06    0.007843     0.03307      0.04091
  740   2.541e+06    0.007859     0.03312      0.04098
  741     2.6e+06    0.007874     0.03318      0.04105
  742   2.661e+06     0.00789     0.03323      0.04112
  743   2.723e+06    0.007906     0.03329      0.04119
  744   2.786e+06    0.007921     0.03334      0.04126
  745   2.851e+06    0.007937     0.03339      0.04133
  746   2.917e+06    0.007953     0.03345       0.0414
  747   2.985e+06    0.007969     0.03351      0.04147
  748   3.055e+06    0.007985     0.03356      0.04155
  749   3.126e+06    0.008001     0.03362      0.04162
  750   3.199e+06    0.008018     0.03367      0.04169
  751   3.273e+06    0.008034     0.03373      0.04176
  752    3.35e+06     0.00805     0.03378      0.04184
  753   3.428e+06    0.008067     0.03384      0.04191
  754   3.508e+06    0.008084      0.0339      0.04198
  755   3.589e+06      0.0081     0.03396      0.04206
  756   3.673e+06    0.008117     0.03401      0.04213
  757   3.758e+06    0.008134     0.03407      0.04221
  758   3.846e+06    0.008151     0.03413      0.04228
  759   3.936e+06    0.008168     0.03419      0.04236
  760   4.027e+06    0.008185     0.03425      0.04243
  761   4.121e+06    0.008202      0.0343      0.04251
  762   4.217e+06    0.008219     0.03436      0.04258
  763   4.315e+06    0.008237     0.03442      0.04266
  764   4.416e+06    0.008254     0.03448      0.04274
  765   4.519e+06    0.008272     0.03454      0.04281
  766   4.624e+06    0.008289      0.0346      0.04289
  767   4.732e+06    0.008307     0.03466      0.04297
  768   4.842e+06    0.008325     0.03472      0.04305
  769   4.955e+06    0.008342     0.03478      0.04313
  770    5.07e+06     0.00836     0.03485      0.04321
  771   5.188e+06    0.008378     0.03491      0.04329
  772   5.309e+06    0.008396     0.03497      0.04337
  773   5.433e+06    0.008414     0.03503      0.04345
  774   5.559e+06    0.008432     0.03509      0.04353
  775   5.689e+06    0.008451     0.03516      0.04361
  776   5.821e+06    0.008469     0.03522      0.04369
  777   5.957e+06    0.008487     0.03528      0.04377
  778   6.095e+06    0.008506     0.03534      0.04385
  779   6.237e+06    0.008524     0.03541      0.04393
  780   6.383e+06    0.008543     0.03547      0.04401
  781   6.531e+06    0.008561     0.03554       0.0441
  782   6.683e+06     0.00858      0.0356      0.04418
  783   6.839e+06    0.008599     0.03566      0.04426
  784   6.998e+06    0.008618     0.03573      0.04435
  785   7.161e+06    0.008636     0.03579      0.04443
  786   7.328e+06    0.008655     0.03586      0.04452
  787   7.499e+06    0.008674     0.03593       0.0446
  788   7.674e+06    0.008694     0.03599      0.04468
  789   7.852e+06    0.008713     0.03606      0.04477
  790   8.035e+06    0.008732     0.03612      0.04486
  791   8.222e+06    0.008751     0.03619      0.04494
  792   8.414e+06    0.008771     0.03626      0.04503
  793    8.61e+06     0.00879     0.03632      0.04511
  794    8.81e+06    0.008809     0.03639       0.0452
  795   9.016e+06    0.008829     0.03646      0.04529
  796   9.226e+06    0.008849     0.03653      0.04538
  797   9.441e+06    0.008868     0.03659      0.04546
  798   9.661e+06    0.008888     0.03666      0.04555
  799   9.886e+06    0.008908     0.03673      0.04564
-------------------------------------------------------------
