
-------------------------------G4_H
-------------------------------kaon-
### Fill Cross Sections for kaon- off H
-------------------------------------------------------------
    N     E(MeV)   Elastic(b)   Inelastic(b)   Total(b)
  649   3.126e+05    0.002943     0.01827      0.02121
  650   3.199e+05    0.002954     0.01829      0.02125
  651   3.273e+05    0.002965     0.01831      0.02128
  652    3.35e+05    0.002977     0.01834      0.02131
  653   3.428e+05    0.002988     0.01836      0.02135
  654   3.508e+05       0.003     0.01838      0.02138
  655   3.589e+05    0.003011      0.0184      0.02141
  656   3.673e+05    0.003023     0.01843      0.02145
  657   3.758e+05    0.003035     0.01845      0.02148
  658   3.846e+05    0.003048     0.01847      0.02152
  659   3.936e+05     0.00306      0.0185      0.02156
  660   4.027e+05    0.003072     0.01852      0.02159
  661   4.121e+05    0.003085     0.01854      0.02163
  662   4.217e+05    0.003098     0.01857      0.02167
  663   4.315e+05    0.003111     0.01859       0.0217
  664   4.416e+05    0.003124     0.01862      0.02174
  665   4.519e+05    0.003137     0.01864      0.02178
  666   4.624e+05    0.003151     0.01867      0.02182
  667   4.732e+05    0.003165     0.01869      0.02186
  668   4.842e+05    0.003179     0.01872       0.0219
  669   4.955e+05    0.003193     0.01874      0.02194
  670    5.07e+05    0.003207     0.01877      0.02198
  671   5.188e+05    0.003222      0.0188      0.02202
  672   5.309e+05    0.003236     0.01882      0.02206
  673   5.433e+05    0.003251     0.01885       0.0221
  674   5.559e+05    0.003267     0.01888      0.02214
  675   5.689e+05    0.003282      0.0189      0.02219
  676   5.821e+05    0.003298     0.01893      0.02223
  677   5.957e+05    0.003314     0.01896      0.02227
  678   6.095e+05     0.00333     0.01899      0.02232
  679   6.237e+05    0.003346     0.01902      0.02236
  680   6.383e+05    0.003363     0.01904      0.02241
  681   6.531e+05     0.00338     0.01907      0.02245
  682   6.683e+05    0.003397      0.0191       0.0225
  683   6.839e+05    0.003415     0.01913      0.02255
  684   6.998e+05    0.003432     0.01916      0.02259
  685   7.161e+05     0.00345     0.01919      0.02264
  686   7.328e+05    0.003469     0.01922      0.02269
  687   7.499e+05    0.003487     0.01925      0.02274
  688   7.674e+05    0.003506     0.01928      0.02279
  689   7.852e+05    0.003526     0.01931      0.02284
  690   8.035e+05    0.003545     0.01934      0.02289
  691   8.222e+05    0.003565     0.01937      0.02294
  692   8.414e+05    0.003586      0.0194      0.02299
  693    8.61e+05    0.003606     0.01944      0.02304
  694    8.81e+05    0.003628     0.01947      0.02309
  695   9.016e+05    0.003649      0.0195      0.02315
  696   9.226e+05    0.003671     0.01953       0.0232
  697   9.441e+05    0.003693     0.01956      0.02326
  698   9.661e+05    0.003716      0.0196      0.02331
  699   9.886e+05    0.003739     0.01963      0.02337
  700   1.012e+06    0.003762     0.02068      0.02444
  701   1.035e+06    0.003786     0.02072      0.02451
  702   1.059e+06    0.003811     0.02076      0.02458
  703   1.084e+06    0.003835     0.02081      0.02464
  704   1.109e+06    0.003861     0.02085      0.02471
  705   1.135e+06    0.003887      0.0209      0.02478
  706   1.161e+06    0.003913     0.02094      0.02485
  707   1.189e+06     0.00394     0.02099      0.02493
  708   1.216e+06    0.003967     0.02103        0.025
  709   1.245e+06    0.003995     0.02108      0.02507
  710   1.274e+06    0.004023     0.02112      0.02515
  711   1.303e+06    0.004052     0.02117      0.02522
  712   1.334e+06    0.004082     0.02122       0.0253
  713   1.365e+06    0.004112     0.02126      0.02538
  714   1.396e+06    0.004142     0.02131      0.02545
  715   1.429e+06    0.004174     0.02136      0.02553
  716   1.462e+06    0.004206     0.02141      0.02561
  717   1.496e+06    0.004238     0.02145      0.02569
  718   1.531e+06    0.004272      0.0215      0.02577
  719   1.567e+06    0.004306     0.02155      0.02586
  720   1.603e+06     0.00434      0.0216      0.02594
  721   1.641e+06    0.004376     0.02165      0.02602
  722   1.679e+06    0.004412      0.0217      0.02611
  723   1.718e+06    0.004449     0.02175       0.0262
  724   1.758e+06    0.004486      0.0218      0.02628
  725   1.799e+06    0.004525     0.02185      0.02637
  726   1.841e+06    0.004564      0.0219      0.02646
  727   1.884e+06    0.004604     0.02195      0.02655
  728   1.928e+06    0.004645       0.022      0.02665
  729   1.972e+06    0.004687     0.02205      0.02674
  730   2.018e+06     0.00473      0.0221      0.02683
  731   2.065e+06    0.004773     0.02216      0.02693
  732   2.113e+06    0.004818     0.02221      0.02703
  733   2.163e+06    0.004863     0.02226      0.02712
  734   2.213e+06     0.00491     0.02231      0.02722
  735   2.265e+06    0.004957     0.02237      0.02732
  736   2.317e+06    0.005006     0.02242      0.02743
  737   2.371e+06    0.005055     0.02247      0.02753
  738   2.427e+06    0.005106     0.02253      0.02763
  739   2.483e+06    0.005158     0.02258      0.02774
  740   2.541e+06    0.005211     0.02264      0.02785
  741     2.6e+06    0.005265     0.02269      0.02796
  742   2.661e+06    0.005321     0.02275      0.02807
  743   2.723e+06    0.005377      0.0228      0.02818
  744   2.786e+06    0.005435     0.02286      0.02829
  745   2.851e+06    0.005494     0.02292      0.02841
  746   2.917e+06    0.005555     0.02297      0.02853
  747   2.985e+06    0.005616     0.02303      0.02865
  748   3.055e+06     0.00568     0.02309      0.02877
  749   3.126e+06    0.005744     0.02314      0.02889
  750   3.199e+06     0.00581      0.0232      0.02901
  751   3.273e+06    0.005878     0.02326      0.02914
  752    3.35e+06    0.005947     0.02332      0.02926
  753   3.428e+06    0.006018     0.02338      0.02939
  754   3.508e+06     0.00609     0.02343      0.02952
  755   3.589e+06    0.006164     0.02349      0.02966
  756   3.673e+06     0.00624     0.02355      0.02979
  757   3.758e+06    0.006318     0.02361      0.02993
  758   3.846e+06    0.006397     0.02367      0.03007
  759   3.936e+06    0.006478     0.02373      0.03021
  760   4.027e+06    0.006561     0.02379      0.03035
  761   4.121e+06    0.006646     0.02385       0.0305
  762   4.217e+06    0.006732     0.02391      0.03065
  763   4.315e+06    0.006821     0.02398       0.0308
  764   4.416e+06    0.006912     0.02404      0.03095
  765   4.519e+06    0.007005      0.0241       0.0311
  766   4.624e+06      0.0071     0.02416      0.03126
  767   4.732e+06    0.007198     0.02422      0.03142
  768   4.842e+06    0.007298     0.02429      0.03158
  769   4.955e+06      0.0074     0.02435      0.03175
  770    5.07e+06    0.007504     0.02441      0.03192
  771   5.188e+06    0.007611     0.02448      0.03209
  772   5.309e+06     0.00772     0.02454      0.03226
  773   5.433e+06    0.007832     0.02461      0.03244
  774   5.559e+06    0.007947     0.02467      0.03262
  775   5.689e+06    0.008064     0.02473       0.0328
  776   5.821e+06    0.008184      0.0248      0.03298
  777   5.957e+06    0.008307     0.02487      0.03317
  778   6.095e+06    0.008433     0.02493      0.03336
  779   6.237e+06    0.008562       0.025      0.03356
  780   6.383e+06    0.008694     0.02506      0.03376
  781   6.531e+06    0.008829     0.02513      0.03396
  782   6.683e+06    0.008967      0.0252      0.03416
  783   6.839e+06    0.009109     0.02526      0.03437
  784   6.998e+06    0.009254     0.02533      0.03459
  785   7.161e+06    0.009402      0.0254       0.0348
  786   7.328e+06    0.009554     0.02547      0.03502
  787   7.499e+06     0.00971     0.02554      0.03525
  788   7.674e+06    0.009869      0.0256      0.03547
  789   7.852e+06     0.01003     0.02567      0.03571
  790   8.035e+06      0.0102     0.02574      0.03594
  791   8.222e+06     0.01037     0.02581      0.03618
  792   8.414e+06     0.01055     0.02588      0.03643
  793    8.61e+06     0.01072     0.02595      0.03668
  794    8.81e+06     0.01091     0.02602      0.03693
  795   9.016e+06      0.0111     0.02609      0.03719
  796   9.226e+06     0.01129     0.02616      0.03745
  797   9.441e+06     0.01149     0.02624      0.03772
  798   9.661e+06     0.01169     0.02631      0.03799
  799   9.886e+06      0.0119     0.02638      0.03827
-------------------------------------------------------------
