-------------------------------G4_H
-------------------------------neutron
### Fill Cross Sections for neutron off H
-------------------------------------------------------------
    N     E(MeV)   Elastic(b)   Inelastic(b)   Total(b)
  658   3.846e+05      0.0214     0.02983      0.05124
  659   3.936e+05     0.02143     0.02986      0.05129
  660   4.027e+05     0.02145     0.02989      0.05134
  661   4.121e+05     0.02147     0.02993      0.05139
  662   4.217e+05     0.02149     0.02996      0.05145
  663   4.315e+05     0.02151     0.02999       0.0515
  664   4.416e+05     0.02154     0.03002      0.05156
  665   4.519e+05     0.02156     0.03005      0.05161
  666   4.624e+05     0.02158     0.03009      0.05167
  667   4.732e+05     0.02161     0.03012      0.05173
  668   4.842e+05     0.02163     0.03015      0.05178
  669   4.955e+05     0.02166     0.03018      0.05184
  670    5.07e+05     0.02168     0.03022       0.0519
  671   5.188e+05      0.0217     0.03025      0.05196
  672   5.309e+05     0.02173     0.03029      0.05202
  673   5.433e+05     0.02175     0.03032      0.05207
  674   5.559e+05     0.02178     0.03036      0.05213
  675   5.689e+05      0.0218     0.03039      0.05219
  676   5.821e+05     0.02183     0.03043      0.05226
  677   5.957e+05     0.02185     0.03046      0.05232
  678   6.095e+05     0.02188      0.0305      0.05238
  679   6.237e+05     0.02191     0.03053      0.05244
  680   6.383e+05     0.02193     0.03057       0.0525
  681   6.531e+05     0.02196     0.03061      0.05257
  682   6.683e+05     0.02199     0.03064      0.05263
  683   6.839e+05     0.02201     0.03068      0.05269
  684   6.998e+05     0.02204     0.03072      0.05276
  685   7.161e+05     0.02207     0.03076      0.05282
  686   7.328e+05     0.02209      0.0308      0.05289
  687   7.499e+05     0.02212     0.03083      0.05296
  688   7.674e+05     0.02215     0.03087      0.05302
  689   7.852e+05     0.02218     0.03091      0.05309
  690   8.035e+05     0.02221     0.03095      0.05316
  691   8.222e+05     0.02223     0.03099      0.05323
  692   8.414e+05     0.02226     0.03103      0.05329
  693    8.61e+05     0.02229     0.03107      0.05336
  694    8.81e+05     0.02232     0.03111      0.05343
  695   9.016e+05     0.02235     0.03115       0.0535
  696   9.226e+05     0.02238     0.03119      0.05357
  697   9.441e+05     0.02241     0.03123      0.05364
  698   9.661e+05     0.02244     0.03128      0.05372
  699   9.886e+05     0.02247     0.03132      0.05379
  700   1.012e+06      0.0225     0.03136      0.05386
  701   1.035e+06     0.02253      0.0314      0.05393
  702   1.059e+06     0.02256     0.03145      0.05401
  703   1.084e+06     0.02259     0.03149      0.05408
  704   1.109e+06     0.02262     0.03153      0.05415
  705   1.135e+06     0.02265     0.03157      0.05423
  706   1.161e+06     0.02268     0.03162       0.0543
  707   1.189e+06     0.02272     0.03166      0.05438
  708   1.216e+06     0.02275     0.03171      0.05445
  709   1.245e+06     0.02278     0.03175      0.05453
  710   1.274e+06     0.02281      0.0318      0.05461
  711   1.303e+06     0.02284     0.03184      0.05469
  712   1.334e+06     0.02288     0.03189      0.05476
  713   1.365e+06     0.02291     0.03193      0.05484
  714   1.396e+06     0.02294     0.03198      0.05492
  715   1.429e+06     0.02298     0.03202        0.055
  716   1.462e+06     0.02301     0.03207      0.05508
  717   1.496e+06     0.02304     0.03212      0.05516
  718   1.531e+06     0.02308     0.03216      0.05524
  719   1.567e+06     0.02311     0.03221      0.05532
  720   1.603e+06     0.02314     0.03226       0.0554
  721   1.641e+06     0.02318     0.03231      0.05549
  722   1.679e+06     0.02321     0.03235      0.05557
  723   1.718e+06     0.02325      0.0324      0.05565
  724   1.758e+06     0.02328     0.03245      0.05573
  725   1.799e+06     0.02332      0.0325      0.05582
  726   1.841e+06     0.02335     0.03255       0.0559
  727   1.884e+06     0.02339      0.0326      0.05599
  728   1.928e+06     0.02342     0.03265      0.05607
  729   1.972e+06     0.02346      0.0327      0.05616
  730   2.018e+06      0.0235     0.03275      0.05624
  731   2.065e+06     0.02353      0.0328      0.05633
  732   2.113e+06     0.02357     0.03285      0.05642
  733   2.163e+06      0.0236      0.0329      0.05651
  734   2.213e+06     0.02364     0.03295      0.05659
  735   2.265e+06     0.02368       0.033      0.05668
  736   2.317e+06     0.02372     0.03306      0.05677
  737   2.371e+06     0.02375     0.03311      0.05686
  738   2.427e+06     0.02379     0.03316      0.05695
  739   2.483e+06     0.02383     0.03321      0.05704
  740   2.541e+06     0.02387     0.03327      0.05713
  741     2.6e+06      0.0239     0.03332      0.05722
  742   2.661e+06     0.02394     0.03337      0.05732
  743   2.723e+06     0.02398     0.03343      0.05741
  744   2.786e+06     0.02402     0.03348       0.0575
  745   2.851e+06     0.02406     0.03353      0.05759
  746   2.917e+06      0.0241     0.03359      0.05769
  747   2.985e+06     0.02414     0.03364      0.05778
  748   3.055e+06     0.02418      0.0337      0.05787
  749   3.126e+06     0.02422     0.03375      0.05797
  750   3.199e+06     0.02426     0.03381      0.05806
  751   3.273e+06      0.0243     0.03386      0.05816
  752    3.35e+06     0.02434     0.03392      0.05826
  753   3.428e+06     0.02438     0.03398      0.05835
  754   3.508e+06     0.02442     0.03403      0.05845
  755   3.589e+06     0.02446     0.03409      0.05855
  756   3.673e+06      0.0245     0.03415      0.05865
  757   3.758e+06     0.02454      0.0342      0.05874
  758   3.846e+06     0.02458     0.03426      0.05884
  759   3.936e+06     0.02462     0.03432      0.05894
  760   4.027e+06     0.02466     0.03438      0.05904
  761   4.121e+06     0.02471     0.03444      0.05914
  762   4.217e+06     0.02475      0.0345      0.05924
  763   4.315e+06     0.02479     0.03455      0.05935
  764   4.416e+06     0.02483     0.03461      0.05945
  765   4.519e+06     0.02488     0.03467      0.05955
  766   4.624e+06     0.02492     0.03473      0.05965
  767   4.732e+06     0.02496     0.03479      0.05975
  768   4.842e+06       0.025     0.03485      0.05986
  769   4.955e+06     0.02505     0.03491      0.05996
  770    5.07e+06     0.02509     0.03497      0.06007
  771   5.188e+06     0.02514     0.03503      0.06017
  772   5.309e+06     0.02518      0.0351      0.06028
  773   5.433e+06     0.02522     0.03516      0.06038
  774   5.559e+06     0.02527     0.03522      0.06049
  775   5.689e+06     0.02531     0.03528      0.06059
  776   5.821e+06     0.02536     0.03534       0.0607
  777   5.957e+06      0.0254     0.03541      0.06081
  778   6.095e+06     0.02545     0.03547      0.06092
  779   6.237e+06     0.02549     0.03553      0.06102
  780   6.383e+06     0.02554      0.0356      0.06113
  781   6.531e+06     0.02558     0.03566      0.06124
  782   6.683e+06     0.02563     0.03572      0.06135
  783   6.839e+06     0.02568     0.03579      0.06146
  784   6.998e+06     0.02572     0.03585      0.06157
  785   7.161e+06     0.02577     0.03592      0.06168
  786   7.328e+06     0.02581     0.03598       0.0618
  787   7.499e+06     0.02586     0.03605      0.06191
  788   7.674e+06     0.02591     0.03611      0.06202
  789   7.852e+06     0.02596     0.03618      0.06213
  790   8.035e+06       0.026     0.03624      0.06225
  791   8.222e+06     0.02605     0.03631      0.06236
  792   8.414e+06      0.0261     0.03638      0.06247
  793    8.61e+06     0.02615     0.03644      0.06259
  794    8.81e+06     0.02619     0.03651       0.0627
  795   9.016e+06     0.02624     0.03658      0.06282
  796   9.226e+06     0.02629     0.03664      0.06293
  797   9.441e+06     0.02634     0.03671      0.06305
  798   9.661e+06     0.02639     0.03678      0.06317
  799   9.886e+06     0.02644     0.03685      0.06328
-------------------------------------------------------------

