# FILE_NAME
# REACTION
# BEAM_MASS TARGET_MASS THRESHOLD FINAL_STATE_MULTIPLICITY
# NUMBER_OF_DATA_POINTS
# POINT_NUMBER PLAB(GEV/C) PLAB_MIN PLAB_MAX SIG(MB) STA_ERR+ STA_ERR- SY_ER+(PCT) SY_ER-(PCT) REFERENCE FLAG
#  FORMAT(I5,1X,4F11.5,2F8.4,1X,2F6.1,A)
# -------------------------------------------------------------------------------------------------------
# KMP_ELASTIC.DAT
# K- P --> P K-
# 0.493680    0.938270      0.            2
# 312
 218  1.26300    1.24800    1.27800    10.870     0.52000 0.52000    0.0  0.0  DEBELLEFON 72    NC 7A, 567
 219  1.26300    1.26300    1.26300    10.870     0.55000 0.55000    0.0  0.0  LITCHFIELD 71    NP B30, 125
 220  1.27600    1.27600    1.27600    11.440     0.26000 0.26000    0.0  0.0  GRISELIN 75      NP B93, 189
 221  1.28500    1.28500    1.28500    10.960     0.26000 0.26000    0.0  0.0  CONFORTO 76      NP B105, 189
 222  1.29600    1.29600    1.29600    11.570     0.28000 0.28000    0.0  0.0  GRISELIN 75      NP B93, 189
 223  1.30000    1.28700    1.31300    12.000     1.8000  1.8000     0.0  0.0  HOLLEY 67        PR 154, 1273
 224  1.31600    1.29800    1.33400    10.200     0.47000 0.47000    0.0  0.0  DEBELLEFON 72    NC 7A, 567
 225  1.31600    1.31600    1.31600    11.200     0.53000 0.53000    0.0  0.0  LITCHFIELD 71    NP B30, 125
 226  1.32000    1.32000    1.32000    10.260     0.26000 0.26000    0.0  0.0  CONFORTO 76      NP B105, 189
 227  1.32800    1.29200    1.36400    9.7400     0.30000 0.30000    0.0  0.0  TROWER 68        PR 170, 1207
 228  1.34000    1.32660    1.35340    14.400     2.2000  2.2000     0.0  0.0  HOLLEY 67        PR 154, 1273
 229  1.35500    1.35500    1.35500    9.5300     0.21000 0.21000    0.0  0.0  CONFORTO 76      NP B105, 189
 230  1.36800    1.34600    1.39000    10.300     0.47000 0.47000    0.0  0.0  DEBELLEFON 72    NC 7A, 567
 231  1.36800    1.36800    1.36800    10.300     0.51000 0.51000    0.0  0.0  LITCHFIELD 71    NP B30, 125
 232  1.38000    1.36620    1.39380    16.600     2.7000  2.7000     0.0  0.0  HOLLEY 67        PR 154, 1273
 233  1.38300    1.38300    1.38300    10.500     0.60000 0.60000    0.0  0.0  DAUM 68          NP B6, 273
 234  1.41500    1.40000    1.43000    8.8300     0.44000 0.44000    0.0  0.0  DEBELLEFON 72    NC 7A, 567
 235  1.41500    1.41500    1.41500    8.8300     0.41000 0.41000    0.0  0.0  LITCHFIELD 71    NP B30, 125
 236  1.42300    1.42300    1.42300    8.4200     0.40000 0.40000    0.0  0.0  ABE 75E          PR D12, 6
 237  1.43300    1.43300    1.43300    8.6000     0.60000 0.60000    0.0  0.0  DAUM 68          NP B6, 273
 238  1.46200    1.44200    1.48200    9.1100     0.37000 0.37000    0.0  0.0  DEBELLEFON 72    NC 7A, 567
 239  1.46500    1.46500    1.46500    9.1100     0.42000 0.42000    0.0  0.0  LITCHFIELD 71    NP B30, 125
 240  1.48300    1.48300    1.48300    8.3000     0.60000 0.60000    0.0  0.0  DAUM 68          NP B6, 273
 241  1.51300    1.51300    1.51300    7.7000     0.30000 0.30000    0.0  0.0  LITCHFIELD 71    NP B30, 125
 242  1.51400    1.49400    1.53400    7.7000     0.34000 0.34000    0.0  0.0  DEBELLEFON 72    NC 7A, 567
 243  1.53000    1.53000    1.53000    8.1500     0.36000 0.36000    0.0  0.0  ABE 75E          PR D12, 6
 244  1.53400    1.53400    1.53400    8.8000     0.60000 0.60000    0.0  0.0  DAUM 68          NP B6, 273
 245  1.54500    1.54500    1.54500    8.0600     0.27000 0.27000    0.0  0.0  LITCHFIELD 71    NP B30, 125
 246  1.54600    1.52600    1.56600    8.0600     0.27000 0.27000    0.0  0.0  DEBELLEFON 72    NC 7A, 567
 247  1.58400    1.58400    1.58400    8.7000     0.60000 0.60000    0.0  0.0  DAUM 68          NP B6, 273
 248  1.60600    1.58100    1.63100    8.8600     0.30000 0.30000    0.0  0.0  DEBELLEFON 72    NC 7A, 567
 249  1.60600    1.60600    1.60600    8.8600     0.33000 0.33000    0.0  0.0  LITCHFIELD 71    NP B30, 125
 250  1.63400    1.63400    1.63400    9.2000     0.50000 0.50000    0.0  0.0  DAUM 68          NP B6, 273
 251  1.65200    1.65200    1.65200    8.4000     0.29000 0.29000    0.0  0.0  LITCHFIELD 71    NP B30, 125
 252  1.65300    1.63200    1.67400    8.4000     0.28000 0.28000    0.0  0.0  DEBELLEFON 72    NC 7A, 567
 253  1.68000    1.68000    1.68000    8.1900     0.37000 0.37000    0.0  0.0  ABE 75E          PR D12, 6
 254  1.68400    1.68400    1.68400    8.9000     0.60000 0.60000    0.0  0.0  DAUM 68          NP B6, 273
 255  1.70500    1.67800    1.73200    9.0800     0.30000 0.30000    0.0  0.0  DEBELLEFON 72    NC 7A, 567
 256  1.70500    1.70500    1.70500    9.0800     0.34000 0.34000    0.0  0.0  LITCHFIELD 71    NP B30, 125
 257  1.73400    1.73400    1.73400    9.5000     0.80000 0.80000    0.0  0.0  DAUM 68          NP B6, 273
 258  1.73900    1.73900    1.73900    8.5100     0.35000 0.35000    0.0  0.0  LITCHFIELD 71    NP B30, 125
 259  1.74100    1.71800    1.76400    8.5100     0.31000 0.31000    0.0  0.0  DEBELLEFON 72    NC 7A, 567
 260  1.78400    1.78400    1.78400    9.0000     0.60000 0.60000    0.0  0.0  DAUM 68          NP B6, 273
 261  1.80000    1.77700    1.82300    8.1300     0.31000 0.31000    0.0  0.0  DEBELLEFON 72    NC 7A, 567
 262  1.80000    1.80000    1.80000    8.1300     0.31000 0.31000    0.0  0.0  LITCHFIELD 71    NP B30, 125
 263  1.81500    1.81500    1.81500    6.9500     0.38000 0.38000    0.0  0.0  ABE 75E          PR D12, 6
 264  1.84300    1.82400    1.86200    7.8600     0.29000 0.29000    0.0  0.0  DEBELLEFON 72    NC 7A, 567
 265  1.84300    1.84300    1.84300    7.8600     0.29000 0.29000    0.0  0.0  LITCHFIELD 71    NP B30, 125
 266  1.88400    1.88400    1.88400    9.0000     0.50000 0.50000    0.0  0.0  DAUM 68          NP B6, 273
 267  1.93400    1.93400    1.93400    7.9000     0.60000 0.60000    0.0  0.0  DAUM 68          NP B6, 273
 268  1.93400    1.93400    1.93400    7.4800     0.39000 0.39000    0.0  0.0  DEBELLEFON 77    NC 41A, 451
 269  1.98400    1.98400    1.98400    7.8000     0.60000 0.60000    0.0  0.0  DAUM 68          NP B6, 273
 270  2.00000    1.97990    2.02010    7.4600     0.30000 0.30000    0.0  0.0  CRITTENDEN 64    PRL 12, 429
 271  2.03100    2.03100    2.03100    7.3100     0.38000 0.38000    0.0  0.0  DEBELLEFON 77    NC 41A, 451
 272  2.03400    2.03400    2.03400    7.1000     0.70000 0.70000    0.0  0.0  DAUM 68          NP B6, 273
 273  2.08400    2.08400    2.08400    7.4000     0.70000 0.70000    0.0  0.0  DAUM 68          NP B6, 273
 274  2.13400    2.13400    2.13400    7.1000     0.70000 0.70000    0.0  0.0  DAUM 68          NP B6, 273
 275  2.13500    2.13500    2.13500    7.2600     0.37000 0.37000    0.0  0.0  DEBELLEFON 77    NC 41A, 451
 276  2.17500    2.17500    2.17500    7.9000     0.60000 0.60000    0.0  0.0  DAUM 68          NP B6, 273
 277  2.23400    2.23400    2.23400    6.8700     0.38000 0.38000    0.0  0.0  DEBELLEFON 77    NC 41A, 451
 278  2.24000    2.22000    2.26000    6.2000     0.70000 0.70000    0.0  0.0  DICKINSON 67     PL 24B, 596
 279  2.28400    2.28400    2.28400    7.3000     0.50000 0.50000    0.0  0.0  DAUM 68          NP B6, 273
 280  2.32500    2.32500    2.32500    6.5000     0.60000 0.60000    0.0  0.0  DAUM 68          NP B6, 273
 281  2.33100    2.33100    2.33100    6.7600     0.34000 0.34000    0.0  0.0  DEBELLEFON 77    NC 41A, 451
 282  2.37400    2.37400    2.37400    6.6000     0.70000 0.70000    0.0  0.0  DAUM 68          NP B6, 273
 283  2.41200    2.41200    2.41200    6.3200     0.37000 0.37000    0.0  0.0  DEBELLEFON 77    NC 41A, 451
 284  2.51600    2.51600    2.51600    6.2100     0.40000 0.40000    0.0  0.0  DEBELLEFON 77    NC 41A, 451
 285  2.66000    2.59000    2.73000    5.7000     0.26000 0.26000    0.0  0.0  FICENEC 67       PL 25B, 369
 286  2.66000    2.59000    2.73000    6.0400     0.30000 0.30000    0.0  0.0  FICENEC 68       PR 175, 1725
 287  2.98500    2.97000    3.00000    4.9500     0.22000 0.22000    0.0  0.0  FOCACCI 65       PL 19, 441
 288  3.00000    3.00000    3.00000    5.0600     0.21000 0.21000    4.0  4.0  AMBATS 74        PR D9, 1179
 289  3.00000    2.98500    3.01500    4.9500     0.22000 0.22000    0.0  0.0  MERRILL 70       NP B18, 403
 290  3.46000    3.46000    3.46000    4.9400     0.39000 0.39000    0.0  0.0  GORDON 66        PL 21, 117
 291  3.59000    3.59000    3.59000    4.4000     0.20000 0.20000    0.0  0.0  LOWMAN 73        NP B61, 296
 292  3.65000    3.65000    3.65000    4.6000     0.19000 0.19000    4.0  4.0  AMBATS 74        PR D9, 1179
 293  4.10000    4.10000    4.10000    4.3000     0.35000 0.35000    0.0  0.0  MOTT 66          PL 23, 171
 294  4.20000    4.20000    4.20000    4.5000     0.24000 0.24000    4.5  4.5  MARZANO 77B      PL 68B, 292
 295  4.60000    4.60000    4.60000    4.2000     0.30000 0.30000    0.0  0.0  SCHROEDER 68     PR 176, 1648
 296  5.00000    5.00000    5.00000    3.8400     0.16000 0.16000    4.0  4.0  AMBATS 74        PR D9, 1179
 297  5.50000    5.50000    5.50000    4.1000     3.0E-02 3.0E-02    0.0  0.0  ENGELMANN 72     PR D5, 2162
 298  6.00000    6.00000    6.00000    3.6200     0.15000 0.15000    4.0  4.0  AMBATS 74        PR D9, 1179
 299  7.20020    7.20020    7.20020    4.2300     0.85000 0.85000    7.0  7.0  FOLEY 63B        PRL 11, 503
 300  9.00010    9.00010    9.00010    3.9500     0.78000 0.78000    7.0  7.0  FOLEY 63B        PRL 11, 503
 301  10.12000   10.04000   10.20000   3.2400     8.0E-02 8.0E-02    0.0  0.0  CAMPBELL 73      NP B64, 1
 302  14.30000   14.30000   14.30000   2.9600     0.10000 0.10000    0.0  0.0  LOUEDEC 77       NC 41A, 166
 303  14.30000   14.30000   14.30000   3.0100     0.10000 0.10000    0.0  0.0  BOER 76          NP B106, 125
 304  25.20000   25.20000   25.20000   2.4600     3.0E-02 3.0E-02    6.0  6.0  ANTIPOV 73P      NP B57, 333
 305  32.10000   32.10000   32.10000   2.5600     0.10000 0.10000    0.0  0.0  BOGOLUBSKI 81C   YF 33, 126
 306  40.10000   40.10000   40.10000   2.3300     3.0E-02 3.0E-02    6.0  6.0  ANTIPOV 73P      NP B57, 333
 307  50.00000   49.70000   50.30000   2.5400     0.11000 0.11000    0.0  0.0  AYRES 76D        PR D15, 3105
 308  70.00000   69.58000   70.42002   2.5300     0.12000 0.12000    0.0  0.0  AYRES 76D        PR D15, 3105
 309  100.00000  99.40000   100.60000  2.5100     0.12000 0.12000    0.0  0.0  AYRES 76D        PR D15, 3105
 310  140.00000  139.16000  140.83999  2.5200     0.12000 0.12000    0.0  0.0  AYRES 76D        PR D15, 3105
 311  147.00000  145.67700  148.32299  2.7400     0.42000 0.42000    0.0  0.0  FONG 76C         NP B102, 386
 312  175.00000  173.94999  176.05000  2.5900     0.12000 0.12000    0.0  0.0  AYRES 76D        PR D15, 3105
