-------------------------------G4_H
-------------------------------anti_proton
### Fill Cross Sections for anti_proton off H
-------------------------------------------------------------
    N     E(MeV)   Elastic(b)   Inelastic(b)   Total(b)
  612   1.334e+05    0.002508     0.03759       0.0401
  613   1.365e+05    0.002505     0.03757      0.04007
  614   1.396e+05    0.002501     0.03755      0.04005
  615   1.429e+05    0.002498     0.03753      0.04002
  616   1.462e+05    0.002495     0.03751         0.04
  617   1.496e+05    0.002493     0.03749      0.03998
  618   1.531e+05     0.00249     0.03747      0.03996
  619   1.567e+05    0.002487     0.03745      0.03994
  620   1.603e+05    0.002485     0.03743      0.03992
  621   1.641e+05    0.002482     0.03742       0.0399
  622   1.679e+05     0.00248      0.0374      0.03988
  623   1.718e+05    0.002478     0.03739      0.03986
  624   1.758e+05    0.002476     0.03737      0.03985
  625   1.799e+05    0.002474     0.03736      0.03983
  626   1.841e+05    0.002472     0.03735      0.03982
  627   1.884e+05     0.00247     0.03734      0.03981
  628   1.928e+05    0.002468     0.03733      0.03979
  629   1.972e+05    0.002467     0.03732      0.03978
  630   2.018e+05    0.002465     0.03731      0.03977
  631   2.065e+05    0.002464      0.0373      0.03976
  632   2.113e+05    0.002463     0.03729      0.03975
  633   2.163e+05    0.002461     0.03728      0.03975
  634   2.213e+05     0.00246     0.03728      0.03974
  635   2.265e+05    0.002459     0.03727      0.03973
  636   2.317e+05    0.002458     0.03727      0.03973
  637   2.371e+05    0.002458     0.03726      0.03972
  638   2.427e+05    0.002457     0.03726      0.03972
  639   2.483e+05    0.002456     0.03726      0.03971
  640   2.541e+05    0.002456     0.03726      0.03971
  641     2.6e+05    0.002455     0.03726      0.03971
  642   2.661e+05    0.002455     0.03725      0.03971
  643   2.723e+05    0.002455     0.03726      0.03971
  644   2.786e+05    0.002455     0.03726      0.03971
  645   2.851e+05    0.002455     0.03726      0.03971
  646   2.917e+05    0.002455     0.03726      0.03971
  647   2.985e+05    0.002455     0.03726      0.03972
  648   3.055e+05    0.002455     0.03727      0.03972
  649   3.126e+05    0.002455     0.03727      0.03973
  650   3.199e+05    0.002456     0.03728      0.03973
  651   3.273e+05    0.002456     0.03728      0.03974
  652    3.35e+05    0.002457     0.03729      0.03975
  653   3.428e+05    0.002457      0.0373      0.03975
  654   3.508e+05    0.002458      0.0373      0.03976
  655   3.589e+05    0.002459     0.03731      0.03977
  656   3.673e+05     0.00246     0.03732      0.03978
  657   3.758e+05    0.002461     0.03733      0.03979
  658   3.846e+05    0.002462     0.03734       0.0398
  659   3.936e+05    0.002463     0.03735      0.03981
  660   4.027e+05    0.002464     0.03736      0.03983
  661   4.121e+05    0.002466     0.03737      0.03984
  662   4.217e+05    0.002467     0.03739      0.03985
  663   4.315e+05    0.002468      0.0374      0.03987
  664   4.416e+05     0.00247     0.03741      0.03988
  665   4.519e+05    0.002472     0.03743       0.0399
  666   4.624e+05    0.002473     0.03744      0.03992
  667   4.732e+05    0.002475     0.03746      0.03993
  668   4.842e+05    0.002477     0.03748      0.03995
  669   4.955e+05    0.002479     0.03749      0.03997
  670    5.07e+05    0.002481     0.03751      0.03999
  671   5.188e+05    0.002483     0.03753      0.04001
  672   5.309e+05    0.002485     0.03755      0.04003
  673   5.433e+05    0.002488     0.03757      0.04005
  674   5.559e+05     0.00249     0.03759      0.04008
  675   5.689e+05    0.002492     0.03761       0.0401
  676   5.821e+05    0.002495     0.03763      0.04012
  677   5.957e+05    0.002498     0.03765      0.04014
  678   6.095e+05      0.0025     0.03767      0.04017
  679   6.237e+05    0.002503     0.03769      0.04019
  680   6.383e+05    0.002506     0.03771      0.04022
  681   6.531e+05    0.002509     0.03774      0.04025
  682   6.683e+05    0.002512     0.03776      0.04027
  683   6.839e+05    0.002515     0.03779       0.0403
  684   6.998e+05    0.002518     0.03781      0.04033
  685   7.161e+05    0.002521     0.03784      0.04036
  686   7.328e+05    0.002524     0.03786      0.04039
  687   7.499e+05    0.002527     0.03789      0.04042
  688   7.674e+05    0.002531     0.03792      0.04045
  689   7.852e+05    0.002534     0.03794      0.04048
  690   8.035e+05    0.002538     0.03797      0.04051
  691   8.222e+05    0.002541       0.038      0.04054
  692   8.414e+05    0.002545     0.03803      0.04057
  693    8.61e+05    0.002549     0.03806      0.04061
  694    8.81e+05    0.002553     0.03809      0.04064
  695   9.016e+05    0.002556     0.03812      0.04067
  696   9.226e+05     0.00256     0.03815      0.04071
  697   9.441e+05    0.002564     0.03818      0.04074
  698   9.661e+05    0.002569     0.03821      0.04078
  699   9.886e+05    0.002573     0.03824      0.04082
  700   1.012e+06    0.002577     0.03828      0.04085
  701   1.035e+06    0.002581     0.03831      0.04089
  702   1.059e+06    0.002586     0.03834      0.04093
  703   1.084e+06     0.00259     0.03838      0.04097
  704   1.109e+06    0.002594     0.03841      0.04101
  705   1.135e+06    0.002599     0.03845      0.04105
  706   1.161e+06    0.002604     0.03848      0.04109
  707   1.189e+06    0.002608     0.03852      0.04113
  708   1.216e+06    0.002613     0.03855      0.04117
  709   1.245e+06    0.002618     0.03859      0.04121
  710   1.274e+06    0.002623     0.03863      0.04125
  711   1.303e+06    0.002628     0.03867      0.04129
  712   1.334e+06    0.002633      0.0387      0.04134
  713   1.365e+06    0.002638     0.03874      0.04138
  714   1.396e+06    0.002643     0.03878      0.04142
  715   1.429e+06    0.002648     0.03882      0.04147
  716   1.462e+06    0.002653     0.03886      0.04151
  717   1.496e+06    0.002659      0.0389      0.04156
  718   1.531e+06    0.002664     0.03894      0.04161
  719   1.567e+06    0.002669     0.03898      0.04165
  720   1.603e+06    0.002675     0.03902       0.0417
  721   1.641e+06    0.002681     0.03907      0.04175
  722   1.679e+06    0.002686     0.03911      0.04179
  723   1.718e+06    0.002692     0.03915      0.04184
  724   1.758e+06    0.002698     0.03919      0.04189
  725   1.799e+06    0.002703     0.03924      0.04194
  726   1.841e+06    0.002709     0.03928      0.04199
  727   1.884e+06    0.002715     0.03933      0.04204
  728   1.928e+06    0.002721     0.03937      0.04209
  729   1.972e+06    0.002727     0.03941      0.04214
  730   2.018e+06    0.002734     0.03946      0.04219
  731   2.065e+06     0.00274     0.03951      0.04225
  732   2.113e+06    0.002746     0.03955       0.0423
  733   2.163e+06    0.002752      0.0396      0.04235
  734   2.213e+06    0.002759     0.03965       0.0424
  735   2.265e+06    0.002765     0.03969      0.04246
  736   2.317e+06    0.002772     0.03974      0.04251
  737   2.371e+06    0.002778     0.03979      0.04257
  738   2.427e+06    0.002785     0.03984      0.04262
  739   2.483e+06    0.002791     0.03988      0.04268
  740   2.541e+06    0.002798     0.03993      0.04273
  741     2.6e+06    0.002805     0.03998      0.04279
  742   2.661e+06    0.002812     0.04003      0.04285
  743   2.723e+06    0.002819     0.04008       0.0429
  744   2.786e+06    0.002826     0.04013      0.04296
  745   2.851e+06    0.002833     0.04018      0.04302
  746   2.917e+06     0.00284     0.04024      0.04308
  747   2.985e+06    0.002847     0.04029      0.04313
  748   3.055e+06    0.002854     0.04034      0.04319
  749   3.126e+06    0.002861     0.04039      0.04325
  750   3.199e+06    0.002869     0.04044      0.04331
  751   3.273e+06    0.002876      0.0405      0.04337
  752    3.35e+06    0.002884     0.04055      0.04343
  753   3.428e+06    0.002891      0.0406       0.0435
  754   3.508e+06    0.002899     0.04066      0.04356
  755   3.589e+06    0.002906     0.04071      0.04362
  756   3.673e+06    0.002914     0.04077      0.04368
  757   3.758e+06    0.002922     0.04082      0.04374
  758   3.846e+06    0.002929     0.04088      0.04381
  759   3.936e+06    0.002937     0.04093      0.04387
  760   4.027e+06    0.002945     0.04099      0.04393
  761   4.121e+06    0.002953     0.04105        0.044
  762   4.217e+06    0.002961      0.0411      0.04406
  763   4.315e+06    0.002969     0.04116      0.04413
  764   4.416e+06    0.002977     0.04122      0.04419
  765   4.519e+06    0.002985     0.04127      0.04426
  766   4.624e+06    0.002994     0.04133      0.04433
  767   4.732e+06    0.003002     0.04139      0.04439
  768   4.842e+06     0.00301     0.04145      0.04446
  769   4.955e+06    0.003019     0.04151      0.04453
  770    5.07e+06    0.003027     0.04157      0.04459
  771   5.188e+06    0.003036     0.04163      0.04466
  772   5.309e+06    0.003044     0.04169      0.04473
  773   5.433e+06    0.003053     0.04175       0.0448
  774   5.559e+06    0.003062     0.04181      0.04487
  775   5.689e+06     0.00307     0.04187      0.04494
  776   5.821e+06    0.003079     0.04193      0.04501
  777   5.957e+06    0.003088     0.04199      0.04508
  778   6.095e+06    0.003097     0.04205      0.04515
  779   6.237e+06    0.003106     0.04212      0.04522
  780   6.383e+06    0.003115     0.04218      0.04529
  781   6.531e+06    0.003124     0.04224      0.04536
  782   6.683e+06    0.003133      0.0423      0.04544
  783   6.839e+06    0.003143     0.04237      0.04551
  784   6.998e+06    0.003152     0.04243      0.04558
  785   7.161e+06    0.003161     0.04249      0.04566
  786   7.328e+06    0.003171     0.04256      0.04573
  787   7.499e+06     0.00318     0.04262       0.0458
  788   7.674e+06    0.003189     0.04269      0.04588
  789   7.852e+06    0.003199     0.04275      0.04595
  790   8.035e+06    0.003209     0.04282      0.04603
  791   8.222e+06    0.003218     0.04288       0.0461
  792   8.414e+06    0.003228     0.04295      0.04618
  793    8.61e+06    0.003238     0.04302      0.04625
  794    8.81e+06    0.003248     0.04308      0.04633
  795   9.016e+06    0.003257     0.04315      0.04641
  796   9.226e+06    0.003267     0.04322      0.04648
  797   9.441e+06    0.003277     0.04328      0.04656
  798   9.661e+06    0.003287     0.04335      0.04664
  799   9.886e+06    0.003298     0.04342      0.04672
-------------------------------------------------------------
