.-------------------------------G4_H
-------------------------------pi-
### Fill Cross Sections for pi- off H
-------------------------------------------------------------
    N     E(MeV)   Elastic(b)   Inelastic(b)   Total(b)
  601   1.035e+05    0.006089     0.02078      0.02687
  602   1.059e+05     0.00609     0.02083      0.02692
  603   1.084e+05    0.006091     0.02089      0.02698
  604   1.109e+05    0.006092     0.02094      0.02703
  605   1.135e+05    0.006093     0.02099      0.02709
  606   1.161e+05    0.006095     0.02104      0.02714
  607   1.189e+05    0.006096      0.0211      0.02719
  608   1.216e+05    0.006098     0.02115      0.02725
  609   1.245e+05      0.0061      0.0212       0.0273
  610   1.274e+05    0.006102     0.02126      0.02736
  611   1.303e+05    0.006104     0.02131      0.02741
  612   1.334e+05    0.006106     0.02136      0.02747
  613   1.365e+05    0.006109     0.02141      0.02752
  614   1.396e+05    0.006111     0.02147      0.02758
  615   1.429e+05    0.006114     0.02152      0.02763
  616   1.462e+05    0.006117     0.02157      0.02769
  617   1.496e+05     0.00612     0.02163      0.02775
  618   1.531e+05    0.006123     0.02168       0.0278
  619   1.567e+05    0.006126     0.02173      0.02786
  620   1.603e+05     0.00613     0.02178      0.02791
  621   1.641e+05    0.006133     0.02184      0.02797
  622   1.679e+05    0.006137     0.02189      0.02803
  623   1.718e+05    0.006141     0.02194      0.02808
  624   1.758e+05    0.006145       0.022      0.02814
  625   1.799e+05    0.006149     0.02205       0.0282
  626   1.841e+05    0.006153      0.0221      0.02826
  627   1.884e+05    0.006157     0.02216      0.02831
  628   1.928e+05    0.006162     0.02221      0.02837
  629   1.972e+05    0.006166     0.02226      0.02843
  630   2.018e+05    0.006171     0.02232      0.02849
  631   2.065e+05    0.006176     0.02237      0.02855
  632   2.113e+05    0.006181     0.02242       0.0286
  633   2.163e+05    0.006186     0.02248      0.02866
  634   2.213e+05    0.006191     0.02253      0.02872
  635   2.265e+05    0.006196     0.02258      0.02878
  636   2.317e+05    0.006202     0.02264      0.02884
  637   2.371e+05    0.006207     0.02269       0.0289
  638   2.427e+05    0.006213     0.02275      0.02896
  639   2.483e+05    0.006219      0.0228      0.02902
  640   2.541e+05    0.006225     0.02285      0.02908
  641     2.6e+05    0.006231     0.02291      0.02914
  642   2.661e+05    0.006237     0.02296       0.0292
  643   2.723e+05    0.006243     0.02302      0.02926
  644   2.786e+05     0.00625     0.02307      0.02932
  645   2.851e+05    0.006256     0.02312      0.02938
  646   2.917e+05    0.006263     0.02318      0.02944
  647   2.985e+05     0.00627     0.02323       0.0295
  648   3.055e+05    0.006277     0.02329      0.02956
  649   3.126e+05    0.006284     0.02334      0.02963
  650   3.199e+05    0.006291      0.0234      0.02969
  651   3.273e+05    0.006298     0.02345      0.02975
  652    3.35e+05    0.006306     0.02351      0.02981
  653   3.428e+05    0.006313     0.02356      0.02987
  654   3.508e+05    0.006321     0.02362      0.02994
  655   3.589e+05    0.006329     0.02367         0.03
  656   3.673e+05    0.006336     0.02373      0.03006
  657   3.758e+05    0.006344     0.02378      0.03013
  658   3.846e+05    0.006353     0.02384      0.03019
  659   3.936e+05    0.006361     0.02389      0.03025
  660   4.027e+05    0.006369     0.02395      0.03032
  661   4.121e+05    0.006378       0.024      0.03038
  662   4.217e+05    0.006386     0.02406      0.03045
  663   4.315e+05    0.006395     0.02411      0.03051
  664   4.416e+05    0.006404     0.02417      0.03057
  665   4.519e+05    0.006413     0.02423      0.03064
  666   4.624e+05    0.006422     0.02428       0.0307
  667   4.732e+05    0.006431     0.02434      0.03077
  668   4.842e+05     0.00644      0.0244      0.03084
  669   4.955e+05    0.006449     0.02445       0.0309
  670    5.07e+05    0.006459     0.02451      0.03097
  671   5.188e+05    0.006469     0.02457      0.03103
  672   5.309e+05    0.006478     0.02462       0.0311
  673   5.433e+05    0.006488     0.02468      0.03117
  674   5.559e+05    0.006498     0.02474      0.03123
  675   5.689e+05    0.006508     0.02479       0.0313
  676   5.821e+05    0.006518     0.02485      0.03137
  677   5.957e+05    0.006528     0.02491      0.03144
  678   6.095e+05    0.006539     0.02497       0.0315
  679   6.237e+05    0.006549     0.02502      0.03157
  680   6.383e+05     0.00656     0.02508      0.03164
  681   6.531e+05    0.006571     0.02514      0.03171
  682   6.683e+05    0.006582      0.0252      0.03178
  683   6.839e+05    0.006592     0.02526      0.03185
  684   6.998e+05    0.006603     0.02532      0.03192
  685   7.161e+05    0.006615     0.02537      0.03199
  686   7.328e+05    0.006626     0.02543      0.03206
  687   7.499e+05    0.006637     0.02549      0.03213
  688   7.674e+05    0.006649     0.02555       0.0322
  689   7.852e+05     0.00666     0.02561      0.03227
  690   8.035e+05    0.006672     0.02567      0.03234
  691   8.222e+05    0.006684     0.02573      0.03242
  692   8.414e+05    0.006696     0.02579      0.03249
  693    8.61e+05    0.006708     0.02585      0.03256
  694    8.81e+05     0.00672     0.02591      0.03263
  695   9.016e+05    0.006732     0.02597      0.03271
  696   9.226e+05    0.006744     0.02603      0.03278
  697   9.441e+05    0.006757      0.0261      0.03285
  698   9.661e+05    0.006769     0.02616      0.03293
  699   9.886e+05    0.006782     0.02622        0.033
  700   1.012e+06    0.006795     0.02628      0.03308
  701   1.035e+06    0.006807     0.02634      0.03315
  702   1.059e+06     0.00682     0.02641      0.03323
  703   1.084e+06    0.006833     0.02647       0.0333
  704   1.109e+06    0.006847     0.02653      0.03338
  705   1.135e+06     0.00686      0.0266      0.03346
  706   1.161e+06    0.006873     0.02666      0.03353
  707   1.189e+06    0.006887     0.02672      0.03361
  708   1.216e+06      0.0069     0.02679      0.03369
  709   1.245e+06    0.006914     0.02685      0.03377
  710   1.274e+06    0.006928     0.02692      0.03385
  711   1.303e+06    0.006942     0.02698      0.03392
  712   1.334e+06    0.006956     0.02705        0.034
  713   1.365e+06     0.00697     0.02712      0.03408
  714   1.396e+06    0.006984     0.02718      0.03417
  715   1.429e+06    0.006998     0.02725      0.03425
  716   1.462e+06    0.007013     0.02732      0.03433
  717   1.496e+06    0.007027     0.02738      0.03441
  718   1.531e+06    0.007042     0.02745      0.03449
  719   1.567e+06    0.007056     0.02752      0.03458
  720   1.603e+06    0.007071     0.02759      0.03466
  721   1.641e+06    0.007086     0.02766      0.03474
  722   1.679e+06    0.007101     0.02773      0.03483
  723   1.718e+06    0.007116      0.0278      0.03491
  724   1.758e+06    0.007131     0.02787        0.035
  725   1.799e+06    0.007147     0.02794      0.03509
  726   1.841e+06    0.007162     0.02801      0.03517
  727   1.884e+06    0.007177     0.02808      0.03526
  728   1.928e+06    0.007193     0.02815      0.03535
  729   1.972e+06    0.007209     0.02823      0.03544
  730   2.018e+06    0.007224      0.0283      0.03553
  731   2.065e+06     0.00724     0.02838      0.03562
  732   2.113e+06    0.007256     0.02845      0.03571
  733   2.163e+06    0.007272     0.02853       0.0358
  734   2.213e+06    0.007289      0.0286      0.03589
  735   2.265e+06    0.007305     0.02868      0.03598
  736   2.317e+06    0.007321     0.02876      0.03608
  737   2.371e+06    0.007338     0.02883      0.03617
  738   2.427e+06    0.007354     0.02891      0.03627
  739   2.483e+06    0.007371     0.02899      0.03636
  740   2.541e+06    0.007388     0.02907      0.03646
  741     2.6e+06    0.007404     0.02915      0.03656
  742   2.661e+06    0.007421     0.02923      0.03665
  743   2.723e+06    0.007438     0.02931      0.03675
  744   2.786e+06    0.007456      0.0294      0.03685
  745   2.851e+06    0.007473     0.02948      0.03695
  746   2.917e+06     0.00749     0.02956      0.03705
  747   2.985e+06    0.007508     0.02965      0.03716
  748   3.055e+06    0.007525     0.02974      0.03726
  749   3.126e+06    0.007543     0.02982      0.03737
  750   3.199e+06     0.00756     0.02991      0.03747
  751   3.273e+06    0.007578        0.03      0.03758
  752    3.35e+06    0.007596     0.03009      0.03768
  753   3.428e+06    0.007614     0.03018      0.03779
  754   3.508e+06    0.007632     0.03027       0.0379
  755   3.589e+06     0.00765     0.03036      0.03801
  756   3.673e+06    0.007669     0.03046      0.03812
  757   3.758e+06    0.007687     0.03055      0.03824
  758   3.846e+06    0.007706     0.03065      0.03835
  759   3.936e+06    0.007724     0.03074      0.03847
  760   4.027e+06    0.007743     0.03084      0.03858
  761   4.121e+06    0.007762     0.03094       0.0387
  762   4.217e+06     0.00778     0.03104      0.03882
  763   4.315e+06    0.007799     0.03114      0.03894
  764   4.416e+06    0.007818     0.03124      0.03906
  765   4.519e+06    0.007838     0.03135      0.03918
  766   4.624e+06    0.007857     0.03145      0.03931
  767   4.732e+06    0.007876     0.03156      0.03943
  768   4.842e+06    0.007895     0.03167      0.03956
  769   4.955e+06    0.007915     0.03178      0.03969
  770    5.07e+06    0.007935     0.03189      0.03982
  771   5.188e+06    0.007954       0.032      0.03995
  772   5.309e+06    0.007974     0.03211      0.04009
  773   5.433e+06    0.007994     0.03223      0.04022
  774   5.559e+06    0.008014     0.03234      0.04036
  775   5.689e+06    0.008034     0.03246       0.0405
  776   5.821e+06    0.008054     0.03258      0.04064
  777   5.957e+06    0.008074      0.0327      0.04078
  778   6.095e+06    0.008095     0.03283      0.04092
  779   6.237e+06    0.008115     0.03295      0.04107
  780   6.383e+06    0.008136     0.03308      0.04122
  781   6.531e+06    0.008156     0.03321      0.04137
  782   6.683e+06    0.008177     0.03334      0.04152
  783   6.839e+06    0.008198     0.03347      0.04167
  784   6.998e+06    0.008219     0.03361      0.04183
  785   7.161e+06     0.00824     0.03375      0.04198
  786   7.328e+06    0.008261     0.03388      0.04214
  787   7.499e+06    0.008282     0.03403      0.04231
  788   7.674e+06    0.008303     0.03417      0.04247
  789   7.852e+06    0.008324     0.03432      0.04264
  790   8.035e+06    0.008346     0.03446      0.04281
  791   8.222e+06    0.008367     0.03461      0.04298
  792   8.414e+06    0.008389     0.03477      0.04316
  793    8.61e+06    0.008411     0.03492      0.04333
  794    8.81e+06    0.008432     0.03508      0.04351
  795   9.016e+06    0.008454     0.03524       0.0437
  796   9.226e+06    0.008476     0.03541      0.04388
  797   9.441e+06    0.008498     0.03557      0.04407
  798   9.661e+06     0.00852     0.03574      0.04426
  799   9.886e+06    0.008543     0.03591      0.04446
-------------------------------------------------------------
