-------------------------------G4_H
-------------------------------kaon+
### Fill Cross Sections for kaon+ off H
-------------------------------------------------------------
    N     E(MeV)   Elastic(b)   Inelastic(b)   Total(b)
  610   1.274e+05    0.002583     0.01678      0.01936
  611   1.303e+05    0.002591      0.0168      0.01939
  612   1.334e+05    0.002599     0.01683      0.01943
  613   1.365e+05    0.002607     0.01685      0.01946
  614   1.396e+05    0.002615     0.01688      0.01949
  615   1.429e+05    0.002623      0.0169      0.01953
  616   1.462e+05    0.002631     0.01693      0.01956
  617   1.496e+05    0.002639     0.01696      0.01959
  618   1.531e+05    0.002648     0.01698      0.01963
  619   1.567e+05    0.002656     0.01701      0.01966
  620   1.603e+05    0.002664     0.01703       0.0197
  621   1.641e+05    0.002673     0.01706      0.01973
  622   1.679e+05    0.002682     0.01709      0.01977
  623   1.718e+05     0.00269     0.01711       0.0198
  624   1.758e+05    0.002699     0.01714      0.01984
  625   1.799e+05    0.002708     0.01717      0.01987
  626   1.841e+05    0.002716     0.01719      0.01991
  627   1.884e+05    0.002725     0.01722      0.01995
  628   1.928e+05    0.002734     0.01725      0.01998
  629   1.972e+05    0.002743     0.01728      0.02002
  630   2.018e+05    0.002752      0.0173      0.02006
  631   2.065e+05    0.002762     0.01733      0.02009
  632   2.113e+05    0.002771     0.01736      0.02013
  633   2.163e+05     0.00278     0.01739      0.02017
  634   2.213e+05     0.00279     0.01742      0.02021
  635   2.265e+05    0.002799     0.01745      0.02025
  636   2.317e+05    0.002809     0.01747      0.02028
  637   2.371e+05    0.002819      0.0175      0.02032
  638   2.427e+05    0.002828     0.01753      0.02036
  639   2.483e+05    0.002838     0.01756       0.0204
  640   2.541e+05    0.002848     0.01759      0.02044
  641     2.6e+05    0.002858     0.01762      0.02048
  642   2.661e+05    0.002869     0.01765      0.02052
  643   2.723e+05    0.002879     0.01768      0.02056
  644   2.786e+05    0.002889     0.01771       0.0206
  645   2.851e+05      0.0029     0.01774      0.02064
  646   2.917e+05     0.00291     0.01777      0.02068
  647   2.985e+05    0.002921      0.0178      0.02073
  648   3.055e+05    0.002932     0.01784      0.02077
  649   3.126e+05    0.002943     0.01787      0.02081
  650   3.199e+05    0.002954      0.0179      0.02085
  651   3.273e+05    0.002965     0.01793       0.0209
  652    3.35e+05    0.002977     0.01796      0.02094
  653   3.428e+05    0.002988     0.01799      0.02098
  654   3.508e+05       0.003     0.01803      0.02103
  655   3.589e+05    0.003011     0.01806      0.02107
  656   3.673e+05    0.003023     0.01809      0.02112
  657   3.758e+05    0.003035     0.01812      0.02116
  658   3.846e+05    0.003048     0.01816      0.02121
  659   3.936e+05     0.00306     0.01819      0.02125
  660   4.027e+05    0.003072     0.01822       0.0213
  661   4.121e+05    0.003085     0.01826      0.02134
  662   4.217e+05    0.003098     0.01829      0.02139
  663   4.315e+05    0.003111     0.01833      0.02144
  664   4.416e+05    0.003124     0.01836      0.02148
  665   4.519e+05    0.003137     0.01839      0.02153
  666   4.624e+05    0.003151     0.01843      0.02158
  667   4.732e+05    0.003165     0.01846      0.02163
  668   4.842e+05    0.003179      0.0185      0.02168
  669   4.955e+05    0.003193     0.01853      0.02173
  670    5.07e+05    0.003207     0.01857      0.02178
  671   5.188e+05    0.003222     0.01861      0.02183
  672   5.309e+05    0.003236     0.01864      0.02188
  673   5.433e+05    0.003251     0.01868      0.02193
  674   5.559e+05    0.003267     0.01871      0.02198
  675   5.689e+05    0.003282     0.01875      0.02203
  676   5.821e+05    0.003298     0.01879      0.02209
  677   5.957e+05    0.003314     0.01882      0.02214
  678   6.095e+05     0.00333     0.01886      0.02219
  679   6.237e+05    0.003346      0.0189      0.02225
  680   6.383e+05    0.003363     0.01894       0.0223
  681   6.531e+05     0.00338     0.01897      0.02235
  682   6.683e+05    0.003397     0.01901      0.02241
  683   6.839e+05    0.003415     0.01905      0.02247
  684   6.998e+05    0.003432     0.01909      0.02252
  685   7.161e+05     0.00345     0.01913      0.02258
  686   7.328e+05    0.003469     0.01917      0.02264
  687   7.499e+05    0.003487     0.01921      0.02269
  688   7.674e+05    0.003506     0.01925      0.02275
  689   7.852e+05    0.003526     0.01928      0.02281
  690   8.035e+05    0.003545     0.01932      0.02287
  691   8.222e+05    0.003565     0.01936      0.02293
  692   8.414e+05    0.003586      0.0194      0.02299
  693    8.61e+05    0.003606     0.01945      0.02305
  694    8.81e+05    0.003628     0.01949      0.02311
  695   9.016e+05    0.003649     0.01953      0.02318
  696   9.226e+05    0.003671     0.01957      0.02324
  697   9.441e+05    0.003693     0.01961       0.0233
  698   9.661e+05    0.003716     0.01965      0.02337
  699   9.886e+05    0.003739     0.01969      0.02343
  700   1.012e+06    0.003762     0.01983      0.02359
  701   1.035e+06    0.003786     0.01987      0.02365
  702   1.059e+06    0.003811      0.0199      0.02372
  703   1.084e+06    0.003835     0.01994      0.02378
  704   1.109e+06    0.003861     0.01998      0.02384
  705   1.135e+06    0.003887     0.02002      0.02391
  706   1.161e+06    0.003913     0.02006      0.02398
  707   1.189e+06     0.00394      0.0201      0.02404
  708   1.216e+06    0.003967     0.02014      0.02411
  709   1.245e+06    0.003995     0.02018      0.02418
  710   1.274e+06    0.004023     0.02022      0.02425
  711   1.303e+06    0.004052     0.02027      0.02432
  712   1.334e+06    0.004082     0.02031      0.02439
  713   1.365e+06    0.004112     0.02035      0.02446
  714   1.396e+06    0.004142     0.02039      0.02453
  715   1.429e+06    0.004174     0.02043      0.02461
  716   1.462e+06    0.004206     0.02048      0.02468
  717   1.496e+06    0.004238     0.02052      0.02476
  718   1.531e+06    0.004272     0.02056      0.02483
  719   1.567e+06    0.004306      0.0206      0.02491
  720   1.603e+06     0.00434     0.02065      0.02499
  721   1.641e+06    0.004376     0.02069      0.02507
  722   1.679e+06    0.004412     0.02074      0.02515
  723   1.718e+06    0.004449     0.02078      0.02523
  724   1.758e+06    0.004486     0.02082      0.02531
  725   1.799e+06    0.004525     0.02087      0.02539
  726   1.841e+06    0.004564     0.02091      0.02548
  727   1.884e+06    0.004604     0.02096      0.02556
  728   1.928e+06    0.004645     0.02101      0.02565
  729   1.972e+06    0.004687     0.02105      0.02574
  730   2.018e+06     0.00473      0.0211      0.02583
  731   2.065e+06    0.004773     0.02114      0.02592
  732   2.113e+06    0.004818     0.02119      0.02601
  733   2.163e+06    0.004863     0.02124       0.0261
  734   2.213e+06     0.00491     0.02128      0.02619
  735   2.265e+06    0.004957     0.02133      0.02629
  736   2.317e+06    0.005006     0.02138      0.02639
  737   2.371e+06    0.005055     0.02143      0.02648
  738   2.427e+06    0.005106     0.02148      0.02658
  739   2.483e+06    0.005158     0.02152      0.02668
  740   2.541e+06    0.005211     0.02157      0.02678
  741     2.6e+06    0.005265     0.02162      0.02689
  742   2.661e+06    0.005321     0.02167      0.02699
  743   2.723e+06    0.005377     0.02172       0.0271
  744   2.786e+06    0.005435     0.02177       0.0272
  745   2.851e+06    0.005494     0.02182      0.02731
  746   2.917e+06    0.005555     0.02187      0.02742
  747   2.985e+06    0.005616     0.02192      0.02754
  748   3.055e+06     0.00568     0.02197      0.02765
  749   3.126e+06    0.005744     0.02202      0.02777
  750   3.199e+06     0.00581     0.02207      0.02788
  751   3.273e+06    0.005878     0.02213        0.028
  752    3.35e+06    0.005947     0.02218      0.02812
  753   3.428e+06    0.006018     0.02223      0.02825
  754   3.508e+06     0.00609     0.02228      0.02837
  755   3.589e+06    0.006164     0.02233       0.0285
  756   3.673e+06     0.00624     0.02239      0.02863
  757   3.758e+06    0.006318     0.02244      0.02876
  758   3.846e+06    0.006397     0.02249      0.02889
  759   3.936e+06    0.006478     0.02255      0.02902
  760   4.027e+06    0.006561      0.0226      0.02916
  761   4.121e+06    0.006646     0.02266       0.0293
  762   4.217e+06    0.006732     0.02271      0.02944
  763   4.315e+06    0.006821     0.02276      0.02959
  764   4.416e+06    0.006912     0.02282      0.02973
  765   4.519e+06    0.007005     0.02287      0.02988
  766   4.624e+06      0.0071     0.02293      0.03003
  767   4.732e+06    0.007198     0.02299      0.03018
  768   4.842e+06    0.007298     0.02304      0.03034
  769   4.955e+06      0.0074      0.0231       0.0305
  770    5.07e+06    0.007504     0.02315      0.03066
  771   5.188e+06    0.007611     0.02321      0.03082
  772   5.309e+06     0.00772     0.02327      0.03099
  773   5.433e+06    0.007832     0.02332      0.03116
  774   5.559e+06    0.007947     0.02338      0.03133
  775   5.689e+06    0.008064     0.02344       0.0315
  776   5.821e+06    0.008184      0.0235      0.03168
  777   5.957e+06    0.008307     0.02356      0.03186
  778   6.095e+06    0.008433     0.02361      0.03205
  779   6.237e+06    0.008562     0.02367      0.03224
  780   6.383e+06    0.008694     0.02373      0.03243
  781   6.531e+06    0.008829     0.02379      0.03262
  782   6.683e+06    0.008967     0.02385      0.03282
  783   6.839e+06    0.009109     0.02391      0.03302
  784   6.998e+06    0.009254     0.02397      0.03323
  785   7.161e+06    0.009402     0.02403      0.03343
  786   7.328e+06    0.009554     0.02409      0.03365
  787   7.499e+06     0.00971     0.02415      0.03386
  788   7.674e+06    0.009869     0.02421      0.03408
  789   7.852e+06     0.01003     0.02428      0.03431
  790   8.035e+06      0.0102     0.02434      0.03454
  791   8.222e+06     0.01037      0.0244      0.03477
  792   8.414e+06     0.01055     0.02446      0.03501
  793    8.61e+06     0.01072     0.02452      0.03525
  794    8.81e+06     0.01091     0.02459       0.0355
  795   9.016e+06      0.0111     0.02465      0.03575
  796   9.226e+06     0.01129     0.02471        0.036
  797   9.441e+06     0.01149     0.02478      0.03626
  798   9.661e+06     0.01169     0.02484      0.03653
  799   9.886e+06      0.0119      0.0249       0.0368
-------------------------------------------------------------
